night_date,n_hours,err,err_mw,a_share,f_share,wb,cum_cold_h,season,month,doy,dow,holiday,below,dist,campaign_start,campaign_night2
2023-12-27,11,0.05313892403370306,-5.150181818181822,4.762957105851885,4.709818181818182,4.500268362134751,652.0,2023,12,361,2,1,0,6.500268362134751,0,0
2023-12-28,11,-0.021876244175347604,-8.718000000000007,4.69539648309738,4.717272727272728,3.7069752256040815,652.0,2023,12,362,3,1,0,5.706975225604081,0,0
2023-12-29,11,-0.03493094057706727,-13.460272727272717,4.810250877604751,4.845181818181818,1.4867662990760235,652.0,2023,12,363,4,1,0,3.4867662990760238,0,0
2023-12-30,11,0.18113299227531277,19.62199999999999,5.1610420831844035,4.97990909090909,-5.212198124183332,657.0,2023,12,364,5,1,1,-3.212198124183332,1,0
2024-11-01,11,-0.08837178846911425,-22.843545454545445,4.807900938803613,4.896272727272727,3.3982866909580562,27.0,2024,11,306,4,0,0,5.398286690958056,0,0
2024-11-02,12,0.03519004579357773,-4.174083333333333,4.955523379126911,4.920333333333333,-2.8398852980228946,27.0,2024,11,307,5,0,1,-0.8398852980228946,0,0
2024-11-03,11,-0.0634961818024569,-12.079454545454542,4.804503818197543,4.868,-3.740858388439544,40.0,2024,11,308,6,0,1,-1.7408583884395439,0,0
2024-11-04,11,-0.07179427643297785,-13.808818181818175,4.772296632657931,4.84409090909091,5.05393598638743,51.0,2024,11,309,0,0,0,7.05393598638743,0,0
2024-11-05,11,0.14573495900053526,3.5643636363636233,4.850462231727808,4.704727272727273,12.989499235025391,51.0,2024,11,310,1,0,0,14.989499235025391,0,0
2024-11-06,11,0.06133618753195586,-7.768727272727264,4.750608914804683,4.689272727272727,9.70553513359517,51.0,2024,11,311,2,0,0,11.70553513359517,0,0
2024-11-07,11,0.21272820416671287,6.597545454545453,5.066182749621259,4.853454545454546,2.222747684116745,51.0,2024,11,312,3,0,0,4.2227476841167455,0,0
2024-11-08,11,0.3714324735997491,19.71036363636364,5.315159746327022,4.943727272727273,-1.5873855330641484,51.0,2024,11,313,4,0,0,0.4126144669358516,0,0
2024-11-09,11,0.3285878159519369,28.988545454545463,5.200042361406482,4.8714545454545455,-3.839741707118495,62.0,2024,11,314,5,0,1,-1.839741707118495,1,0
2024-11-10,11,0.20326413768960758,7.659545454545449,5.053082319507789,4.849818181818182,5.1623700344172905,74.0,2024,11,315,6,0,0,7.1623700344172905,0,1
2024-11-11,11,0.23432093752408462,10.700909090909095,5.052320937524085,4.8180000000000005,4.141815149067984,74.0,2024,11,316,0,0,0,6.141815149067984,0,0
2024-11-12,10,0.33021664287165314,30.209600000000012,5.217616642871653,4.8874,-5.674327086210801,80.0,2024,11,317,1,0,1,-3.674327086210801,1,0
2024-11-13,11,0.2920069084508659,27.397636363636366,5.141552362996321,4.849545454545455,-6.114232294673697,103.0,2024,11,318,2,0,1,-4.114232294673697,0,1
2024-11-14,11,0.14657721526618184,8.3600909090909,4.951940851629818,4.805363636363636,-5.009372025387304,124.0,2024,11,319,3,0,1,-3.0093720253873038,0,0
